Timestamp,BatchKeyPath,Device,BatchValueName,SerialNumber,Guid,FriendlyName
2025-02-07 11:23:18.9003652,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows Portable Devices\Devices\WPDBUSENUMROOT#UMB#2&37C186B&0&STORAGE#VOLUME#_??_USBSTOR#DISK&VEN_GENERAL&PROD_UDISK&REV_5.00#7&B84678D&0&_&0#,DISK&VEN_GENERAL&PROD_UDISK&REV_5.00,Multiple,7&B84678D&0&_&0,,E:\
