Timestamp,BatchKeyPath,Url,BatchValueName,Slack
,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Internet Explorer\TypedURLs,http://go.microsoft.com/fwlink/?LinkId=69157,url1,
