Timeline (UTC),ArtifactType,Description,RecordNumber,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,UserId,UserName,RemoteHost,ExecutableInfo,HiddenRecord,Payload,HiveType,Category,KeyPath,ValueName,ValueType,ValueData,ValueData2,ValueData3,Recursive,Deleted
2009-07-14 04:45:43.042039500+00:00,Registry,User Accounts (SECURITY) | Built-in accounts in SECURITY hive,,,,,,,,,,,,,,,Security,User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-1-0,(default),RegBinary,,,,False,False
2009-07-14 04:45:43.697240700+00:00,Registry,User Accounts (SECURITY) | Built-in accounts in SECURITY hive,,,,,,,,,,,,,,,Security,User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-5-32-544,(default),RegBinary,,,,False,False
2009-07-14 04:45:44.212041600+00:00,Registry,User Accounts (SECURITY) | Built-in accounts in SECURITY hive,,,,,,,,,,,,,,,Security,User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-5-32-551,(default),RegBinary,,,,False,False
2009-07-14 04:45:45.288443500+00:00,Registry,User Accounts (SECURITY) | Built-in accounts in SECURITY hive,,,,,,,,,,,,,,,Security,User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-5-32-545,(default),RegBinary,,,,False,False
2009-07-14 04:45:45.756444300+00:00,Registry,User Accounts (SECURITY) | Built-in accounts in SECURITY hive,,,,,,,,,,,,,,,Security,User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-5-6,(default),RegBinary,,,,False,False
2009-07-14 04:45:46.271245200+00:00,Registry,User Accounts (SECURITY) | Built-in accounts in SECURITY hive,,,,,,,,,,,,,,,Security,User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-5-19,(default),RegBinary,,,,False,False
2009-07-14 04:45:47.878048+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Cookies,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Cookies,,,False,False
2009-07-14 04:45:47.878048+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Desktop,RegExpandSz,%USERPROFILE%\Desktop,,,False,False
2009-07-14 04:45:47.878048+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,NetHood,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Network Shortcuts,,,False,False
2009-07-14 04:45:47.878048+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Favorites,RegExpandSz,%USERPROFILE%\Favorites,,,False,False
2009-07-14 04:45:47.878048+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,History,RegExpandSz,%USERPROFILE%\AppData\Local\Microsoft\Windows\History,,,False,False
2009-07-14 04:45:47.878048+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Local AppData,RegExpandSz,%USERPROFILE%\AppData\Local,,,False,False
2009-07-14 04:45:47.878048+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,My Music,RegExpandSz,%USERPROFILE%\Music,,,False,False
2009-07-14 04:45:47.878048+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,AppData,RegExpandSz,%USERPROFILE%\AppData\Roaming,,,False,False
2009-07-14 04:45:47.878048+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,My Video,RegExpandSz,%USERPROFILE%\Videos,,,False,False
2009-07-14 04:45:47.878048+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Cache,RegExpandSz,%USERPROFILE%\AppData\Local\Microsoft\Windows\Temporary Internet Files,,,False,False
2009-07-14 04:45:47.878048+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Personal,RegExpandSz,%USERPROFILE%\Documents,,,False,False
2009-07-14 04:45:47.878048+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,My Pictures,RegExpandSz,%USERPROFILE%\Pictures,,,False,False
2009-07-14 04:45:47.878048+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Recent,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Recent,,,False,False
2009-07-14 04:45:47.878048+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,SendTo,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\SendTo,,,False,False
2009-07-14 04:45:47.878048+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Startup,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Startup,,,False,False
2009-07-14 04:45:47.878048+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Start Menu,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Start Menu,,,False,False
2009-07-14 04:45:47.878048+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Templates,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Templates,,,False,False
2009-07-14 04:45:47.878048+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,{374DE290-123F-4565-9164-39C4925E467B},RegExpandSz,%USERPROFILE%\Downloads,,,False,False
2009-07-14 04:45:47.878048+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,PrintHood,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Printer Shortcuts,,,False,False
2009-07-14 04:45:47.878048+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Programs,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Start Menu\Programs,,,False,False
2009-07-14 04:45:47.878048+00:00,Registry,Run (NTUSER) | Program execution upon successful user logon,,,,,,,,,,,,,,,NtUser,Autoruns,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Run,Sidebar,RegExpandSz,%ProgramFiles%\Windows Sidebar\Sidebar.exe /autoRun,,,False,False
2009-07-14 04:45:47.878048+00:00,Registry,Internet Explorer | Internet Explorer Registry artifacts,,,,,,,,,,,,,,,NtUser,Web Browsers,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Internet Explorer\Main,Disable Script Debugger,RegSz,yes,,,False,False
2009-07-14 04:45:48.205648600+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Programs,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Start Menu\Programs,,,False,False
2009-07-14 04:45:48.205648600+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Personal,RegExpandSz,%USERPROFILE%\Documents,,,False,False
2009-07-14 04:45:48.205648600+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,NetHood,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Network Shortcuts,,,False,False
2009-07-14 04:45:48.205648600+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,My Video,RegExpandSz,%USERPROFILE%\Videos,,,False,False
2009-07-14 04:45:48.205648600+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,My Pictures,RegExpandSz,%USERPROFILE%\Pictures,,,False,False
2009-07-14 04:45:48.205648600+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Cache,RegExpandSz,%USERPROFILE%\AppData\Local\Microsoft\Windows\Temporary Internet Files,,,False,False
2009-07-14 04:45:48.205648600+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,AppData,RegExpandSz,%USERPROFILE%\AppData\Roaming,,,False,False
2009-07-14 04:45:48.205648600+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Desktop,RegExpandSz,%USERPROFILE%\Desktop,,,False,False
2009-07-14 04:45:48.205648600+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Favorites,RegExpandSz,%USERPROFILE%\Favorites,,,False,False
2009-07-14 04:45:48.205648600+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,History,RegExpandSz,%USERPROFILE%\AppData\Local\Microsoft\Windows\History,,,False,False
2009-07-14 04:45:48.205648600+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Local AppData,RegExpandSz,%USERPROFILE%\AppData\Local,,,False,False
2009-07-14 04:45:48.205648600+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,My Music,RegExpandSz,%USERPROFILE%\Music,,,False,False
2009-07-14 04:45:48.205648600+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Cookies,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Cookies,,,False,False
2009-07-14 04:45:48.205648600+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Startup,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Startup,,,False,False
2009-07-14 04:45:48.205648600+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,SendTo,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\SendTo,,,False,False
2009-07-14 04:45:48.205648600+00:00,Registry,Internet Explorer | Internet Explorer Registry artifacts,,,,,,,,,,,,,,,NtUser,Web Browsers,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Internet Explorer\Main,Disable Script Debugger,RegSz,yes,,,False,False
2009-07-14 04:45:48.205648600+00:00,Registry,Run (NTUSER) | Program execution upon successful user logon,,,,,,,,,,,,,,,NtUser,Autoruns,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Run,Sidebar,RegExpandSz,%ProgramFiles%\Windows Sidebar\Sidebar.exe /autoRun,,,False,False
2009-07-14 04:45:48.205648600+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,{374DE290-123F-4565-9164-39C4925E467B},RegExpandSz,%USERPROFILE%\Downloads,,,False,False
2009-07-14 04:45:48.205648600+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Templates,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Templates,,,False,False
2009-07-14 04:45:48.205648600+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Start Menu,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Start Menu,,,False,False
2009-07-14 04:45:48.205648600+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,PrintHood,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Printer Shortcuts,,,False,False
2009-07-14 04:45:48.205648600+00:00,Registry,User Shell Folders | Displays where a user's Shell folders are mapped to,,,,,,,,,,,,,,,NtUser,User Activity,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Recent,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Recent,,,False,False
2009-07-14 04:46:08.251683800+00:00,Registry,User Accounts (SECURITY) | Built-in accounts in SECURITY hive,,,,,,,,,,,,,,,Security,User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-5-20,(default),RegBinary,,,,False,False
2009-07-14 04:48:56.279579+00:00,Registry,User Accounts (SECURITY) | Built-in accounts in SECURITY hive,,,,,,,,,,,,,,,Security,User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-5-32-559,(default),RegBinary,,,,False,False
2009-07-14 04:48:56.887980+00:00,Registry,User Accounts (SECURITY) | Built-in accounts in SECURITY hive,,,,,,,,,,,,,,,Security,User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-5-32-555,(default),RegBinary,,,,False,False
2009-07-14 04:48:57.059580300+00:00,Registry,User Accounts (SECURITY) | Built-in accounts in SECURITY hive,,,,,,,,,,,,,,,Security,User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-5-80-0,(default),RegBinary,,,,False,False
2009-07-14 04:48:57.184380500+00:00,Registry,User Accounts (SECURITY) | Built-in accounts in SECURITY hive,,,,,,,,,,,,,,,Security,User Accounts,CMI-CreateHive{0297523D-E529-4E42-8BE7-E1AABC063C84}\Policy\Accounts\S-1-5-80-3139157870-2983391045-3678747466-658725712-1809340420,(default),RegBinary,,,,False,False
2009-07-14 04:49:00.226385900+00:00,Registry,RADAR | Displays applications that were running at one point in time on this system,,,,,,,,,,,,,,,Software,Program Execution,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\RADAR\HeapLeakDetection,Multiple,(plugin),Filename: splwow64.exe,LastDetectionTime: ,KeyName: ReflectionApplications,False,False
2009-07-14 04:49:00.226385900+00:00,Registry,RADAR | Displays applications that were running at one point in time on this system,,,,,,,,,,,,,,,Software,Program Execution,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\RADAR\HeapLeakDetection,Multiple,(plugin),Filename: sidebar.exe,LastDetectionTime: ,KeyName: ReflectionApplications,False,False
2009-07-14 04:49:00.226385900+00:00,Registry,RADAR | Displays applications that were running at one point in time on this system,,,,,,,,,,,,,,,Software,Program Execution,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\RADAR\HeapLeakDetection,Multiple,(plugin),Filename: msascui.exe,LastDetectionTime: ,KeyName: ReflectionApplications,False,False
2009-07-14 04:49:00.226385900+00:00,Registry,RADAR | Displays applications that were running at one point in time on this system,,,,,,,,,,,,,,,Software,Program Execution,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\RADAR\HeapLeakDetection,Multiple,(plugin),Filename: mobsync.exe,LastDetectionTime: ,KeyName: ReflectionApplications,False,False
2009-07-14 04:49:00.226385900+00:00,Registry,RADAR | Displays applications that were running at one point in time on this system,,,,,,,,,,,,,,,Software,Program Execution,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\RADAR\HeapLeakDetection,Multiple,(plugin),Filename: gadgethost.exe,LastDetectionTime: ,KeyName: ReflectionApplications,False,False
2009-07-14 04:49:00.226385900+00:00,Registry,RADAR | Displays applications that were running at one point in time on this system,,,,,,,,,,,,,,,Software,Program Execution,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\RADAR\HeapLeakDetection,Multiple,(plugin),Filename: explorer.exe,LastDetectionTime: ,KeyName: ReflectionApplications,False,False
2009-07-14 04:49:00.226385900+00:00,Registry,RADAR | Displays applications that were running at one point in time on this system,,,,,,,,,,,,,,,Software,Program Execution,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\RADAR\HeapLeakDetection,Multiple,(plugin),Filename: dwm.exe,LastDetectionTime: ,KeyName: ReflectionApplications,False,False
2009-07-14 04:49:00.226385900+00:00,Registry,RADAR | Displays applications that were running at one point in time on this system,,,,,,,,,,,,,,,Software,Program Execution,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\RADAR\HeapLeakDetection,Multiple,(plugin),Filename: winlogon.exe,LastDetectionTime: ,KeyName: ReflectionApplications,False,False
2009-07-14 04:49:00.226385900+00:00,Registry,Windows Defender | Windows Defender Exclusions,,,,,,,,,,,,,,,Software,Threat Hunting,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows Defender\Exclusions\Paths,,,,,,True,False
2009-07-14 04:49:00.226385900+00:00,Registry,Windows Defender | Windows Defender Exclusions,,,,,,,,,,,,,,,Software,Threat Hunting,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows Defender\Exclusions\Processes,,,,,,True,False
2009-07-14 04:49:00.226385900+00:00,Registry,Windows Defender | Windows Defender Exclusions,,,,,,,,,,,,,,,Software,Threat Hunting,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows Defender\Exclusions\Extensions,,,,,,True,False
2009-07-14 04:49:00.226385900+00:00,Registry,RADAR | Displays applications that were running at one point in time on this system,,,,,,,,,,,,,,,Software,Program Execution,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\RADAR\HeapLeakDetection,Multiple,(plugin),Filename: csrss.exe,LastDetectionTime: ,KeyName: ReflectionApplications,False,False
2009-07-14 04:49:00.226385900+00:00,Registry,"Windows Defender | Windows Defender SpynetReporting Status - Specifies the type of membership in Microsoft Active Protection Service (MAPS), 0 = Disabled (MAPS Off), 1 = Basic Membership, 2 = Advanced Membership",,,,,,,,,,,,,,,Software,Threat Hunting,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows Defender\SpyNet,SpyNetReporting,RegDword,0,,,False,False
2009-07-14 04:49:00.226385900+00:00,Registry,"Windows Defender | Windows Defender Real-Time Protection Status, 0 = Enabled, 1 = Disabled",,,,,,,,,,,,,,,Software,Threat Hunting,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows Defender\Reporting,,,,,,False,False
2009-07-14 04:49:00.226385900+00:00,Registry,Windows Defender | Windows Defender Exclusions,,,,,,,,,,,,,,,Software,Threat Hunting,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows Defender\Exclusions,,,,,,True,False
2009-07-14 04:49:00.241985900+00:00,Registry,Windows Portable Devices | Displays list of USB devices previously connected to this system,,,,,,,,,,,,,,,Software,Devices,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows Portable Devices,Multiple,(plugin),Device: DISK&VEN_GENERAL&PROD_UDISK&REV_5.00 SerialNumber: 7&B84678D&0&_&0 Guid: ,FriendlyName: E:\,Timestamp: 2025-02-07 11:23:18.9003652,False,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-Audio/Operational,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-Application-Experience/Program-Compatibility-Assistant,Enabled,RegDword,1,,,True,False
2009-07-14 04:53:26.154818700+00:00,Registry,"Event Logs Logging Status | Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",,,,,,,,,,,,,,,Software,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-ATAPort/General,Enabled,RegDword,0,,,True,False
