Timeline (UTC),ArtifactType,Description,RecordNumber,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,UserId,UserName,RemoteHost,ExecutableInfo,HiddenRecord,Payload,HiveType,Category,KeyPath,ValueName,ValueType,ValueData,ValueData2,ValueData3,Recursive,Deleted
2025-02-07 11:49:14.845389900+00:00,Evtx,,1018.0,4907.0,LogAlways,Microsoft-Windows-Security-Auditing,Security,428.0,452.0,WIN-3M6ADARIMNH,,,,,False,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\en-US\\ItvRes.dll.mui""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}",,,,,,,,,,
2025-02-07 11:49:14.845389900+00:00,Evtx,,1011.0,4907.0,LogAlways,Microsoft-Windows-Security-Auditing,Security,428.0,452.0,WIN-3M6ADARIMNH,,,,,False,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\en-US\\ehchsime.dll.mui""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}",,,,,,,,,,
2025-02-07 11:49:14.860990+00:00,Evtx,,1019.0,4907.0,LogAlways,Microsoft-Windows-Security-Auditing,Security,428.0,452.0,WIN-3M6ADARIMNH,,,,,False,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\en-US\\mcupdate.exe.mui""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}",,,,,,,,,,
2025-02-07 11:49:14.860990+00:00,Evtx,,1020.0,4907.0,LogAlways,Microsoft-Windows-Security-Auditing,Security,428.0,452.0,WIN-3M6ADARIMNH,,,,,False,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\en-US\\ehglid.dll.mui""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}",,,,,,,,,,
2025-02-07 11:49:14.860990+00:00,Evtx,,1022.0,4907.0,LogAlways,Microsoft-Windows-Security-Auditing,Security,428.0,452.0,WIN-3M6ADARIMNH,,,,,False,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\en-US\\ehSidebarRes.dll.mui""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}",,,,,,,,,,
2025-02-07 11:49:14.860990+00:00,Evtx,,1023.0,4907.0,LogAlways,Microsoft-Windows-Security-Auditing,Security,428.0,452.0,WIN-3M6ADARIMNH,,,,,False,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\en-US\\ehrec.exe.mui""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}",,,,,,,,,,
2025-02-07 11:49:14.860990+00:00,Evtx,,1021.0,4907.0,LogAlways,Microsoft-Windows-Security-Auditing,Security,428.0,452.0,WIN-3M6ADARIMNH,,,,,False,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\en-US\\ehrecvr.exe.mui""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}",,,,,,,,,,
2025-02-07 11:49:14.860990+00:00,Evtx,,1026.0,4907.0,LogAlways,Microsoft-Windows-Security-Auditing,Security,428.0,452.0,WIN-3M6ADARIMNH,,,,,False,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\wow\\ehuihlp.dll""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}",,,,,,,,,,
2025-02-07 11:49:14.860990+00:00,Evtx,,1027.0,4907.0,LogAlways,Microsoft-Windows-Security-Auditing,Security,428.0,452.0,WIN-3M6ADARIMNH,,,,,False,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\wow\\ehui.dll""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}",,,,,,,,,,
2025-02-07 11:49:14.860990+00:00,Evtx,,1025.0,4907.0,LogAlways,Microsoft-Windows-Security-Auditing,Security,428.0,452.0,WIN-3M6ADARIMNH,,,,,False,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\MCX\\X02\\XboxMCX-V.XEX""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd"",""#text"":""S:AI""},{""@Name"":""NewSd""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}",,,,,,,,,,
2025-02-07 11:49:14.860990+00:00,Evtx,,1024.0,4907.0,LogAlways,Microsoft-Windows-Security-Auditing,Security,428.0,452.0,WIN-3M6ADARIMNH,,,,,False,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\en-US\\ehepgres.dll.mui""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}",,,,,,,,,,
2025-02-07 11:49:14.876590+00:00,Evtx,,1028.0,4907.0,LogAlways,Microsoft-Windows-Security-Auditing,Security,428.0,452.0,WIN-3M6ADARIMNH,,,,,False,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\wow\\BDATunePIA.dll""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}",,,,,,,,,,
2025-02-07 11:49:14.876590+00:00,Evtx,,1029.0,4907.0,LogAlways,Microsoft-Windows-Security-Auditing,Security,428.0,452.0,WIN-3M6ADARIMNH,,,,,False,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\wow\\mcstoredb.dll""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}",,,,,,,,,,
2025-02-07 11:49:14.876590+00:00,Evtx,,1030.0,4907.0,LogAlways,Microsoft-Windows-Security-Auditing,Security,428.0,452.0,WIN-3M6ADARIMNH,,,,,False,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\wow\\ehexthost32.exe.config""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}",,,,,,,,,,
2025-02-07 11:49:14.876590+00:00,Evtx,,1031.0,4907.0,LogAlways,Microsoft-Windows-Security-Auditing,Security,428.0,452.0,WIN-3M6ADARIMNH,,,,,False,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\wow\\ehexthost32.exe""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}",,,,,,,,,,
2025-02-07 11:49:14.876590+00:00,Evtx,,1032.0,4907.0,LogAlways,Microsoft-Windows-Security-Auditing,Security,428.0,452.0,WIN-3M6ADARIMNH,,,,,False,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\wow\\ehdebug.dll""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}",,,,,,,,,,
2025-02-07 11:49:14.876590+00:00,Evtx,,1033.0,4907.0,LogAlways,Microsoft-Windows-Security-Auditing,Security,428.0,452.0,WIN-3M6ADARIMNH,,,,,False,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\wow\\ehtrace.dll""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}",,,,,,,,,,
2025-02-07 11:49:14.876590+00:00,Evtx,,1034.0,4907.0,LogAlways,Microsoft-Windows-Security-Auditing,Security,428.0,452.0,WIN-3M6ADARIMNH,,,,,False,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\wow\\en-US\\ehdebug.dll.mui""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}",,,,,,,,,,
2025-02-07 11:49:14.892190+00:00,Evtx,,1040.0,4907.0,LogAlways,Microsoft-Windows-Security-Auditing,Security,428.0,452.0,WIN-3M6ADARIMNH,,,,,False,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\CreateDisc\\SBEServerPS.dll""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}",,,,,,,,,,
2025-02-07 11:49:14.892190+00:00,Evtx,,1041.0,4907.0,LogAlways,Microsoft-Windows-Security-Auditing,Security,428.0,452.0,WIN-3M6ADARIMNH,,,,,False,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\CreateDisc\\Pconfig.dcf""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}",,,,,,,,,,
2025-02-07 11:49:14.892190+00:00,Evtx,,1042.0,4907.0,LogAlways,Microsoft-Windows-Security-Auditing,Security,428.0,452.0,WIN-3M6ADARIMNH,,,,,False,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\CreateDisc\\Components\\tables\\1cb1""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}",,,,,,,,,,
2025-02-07 11:49:14.892190+00:00,Evtx,,1043.0,4907.0,LogAlways,Microsoft-Windows-Security-Auditing,Security,428.0,452.0,WIN-3M6ADARIMNH,,,,,False,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\CreateDisc\\Components\\tables\\absthr_1""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}",,,,,,,,,,
2025-02-07 11:49:14.892190+00:00,Evtx,,1039.0,4907.0,LogAlways,Microsoft-Windows-Security-Auditing,Security,428.0,452.0,WIN-3M6ADARIMNH,,,,,False,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\CreateDisc\\SonicMCEBurnEngine.dll""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}",,,,,,,,,,
2025-02-07 11:49:14.892190+00:00,Evtx,,1035.0,4907.0,LogAlways,Microsoft-Windows-Security-Auditing,Security,428.0,452.0,WIN-3M6ADARIMNH,,,,,False,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\CreateDisc\\sonic.xml""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}",,,,,,,,,,
2025-02-07 11:49:14.892190+00:00,Evtx,,1036.0,4907.0,LogAlways,Microsoft-Windows-Security-Auditing,Security,428.0,452.0,WIN-3M6ADARIMNH,,,,,False,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\CreateDisc\\CreateDisc.dll""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}",,,,,,,,,,
2025-02-07 11:49:14.892190+00:00,Evtx,,1037.0,4907.0,LogAlways,Microsoft-Windows-Security-Auditing,Security,428.0,452.0,WIN-3M6ADARIMNH,,,,,False,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\CreateDisc\\SBEServer.exe""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}",,,,,,,,,,
