RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
8,8,2025-02-07 12:13:54.7556110,5,Info,Microsoft-Windows-Kernel-WHEA,Microsoft-Windows-Kernel-WHEA/Operational,4,8,WIN-3M6ADARIMNH,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ebf9f0.dat.evtx,0x2000000000000000,0,"{""EventData"":{""Data"":[{""@Name"":""ErrorSourceCount"",""#text"":""4""},{""@Name"":""ErrorRecordFormat"",""#text"":""10""},{""@Name"":""ErrorSourceTableLength"",""#text"":""4256""},{""@Name"":""ErrorSourceTable"",""#text"":""90-74-68-02-80-FA-FF-FF-A8-3B-C1-02-00-F8-FF-FF-00-00-00-00-00-00-00-80-00-00-00-00-01-00-00-00-28-07-00-00-57-68-65-61-00-00-00-00-00-00-00-00-D0-78-68-02-80-FA-FF-FF-00-00-00-00-00-00-00-00-04-00-00-00-58-01-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-CC-03-00-00-0A-00-00-00-00-00-00-00-02-00-00-00-41-01-00-00-01-00-00-00-04-00-00-00-00-00-00-00-00-00-00-80-00-00-00-00-00-00-01-06-00-00-00-00-00-00-00-00-00-00-00-00-FF-FF-FF-FF-FF-FF-FF-FF-00-01-00-00-00-04-00-00-01-04-00-00-02-04-00-00-03-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-01-01-00-00-04-04-00-00-05-04-00-00-06-04-00-00-07-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-02-01-00-00-08-04-00-00-09-04-00-00-0A-04-00-00-0B-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-03-01-00-00-0C-04-00-00-0D-04-00-00-0E-04-00-00-0F-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-04-01-00-00-10-04-00-00-11-04-00-00-12-04-00-00-13-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-05-01-00-00-14-04-00-00-15-04-00-00-16-04-00-00-17-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-06-01-00-00-18-04-00-00-19-04-00-00-1A-04-00-00-1B-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-07-01-00-00-1C-04-00-00-1D-04-00-00-1E-04-00-00-1F-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-08-01-00-00-20-04-00-00-21-04-00-00-22-04-00-00-23-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-09-01-00-00-24-04-00-00-25-04-00-00-26-04-00-00-27-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-0A-01-00-00-28-04-00-00-29-04-00-00-2A-04-00-00-2B-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-0B-01-00-00-2C-04-00-00-2D-04-00-00-2E-04-00-00-2F-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-0C-01-00-00-30-04-00-00-31-04-00-00-32-04-00-00-33-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-0D-01-00-00-34-04-00-00-35-04-00-00-36-04-00-00-37-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-0E-01-00-00-38-04-00-00-39-04-00-00-3A-04-00-00-3B-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-0F-01-00-00-3C-04-00-00-3D-04-00-00-3E-04-00-00-3F-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-D0-AB-D8-02-80-FA-FF-FF-70-3A-68-02-80-FA-FF-FF-00-00-00-00-00-00-00-80-00-00-00-00-03-00-00-00-28-07-00-00-57-68-65-61-01-00-00-00-00-00-00-00-00-90-D8-02-80-FA-FF-FF-00-00-00-00-00-00-00-00-04-00-00-00-58-01-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-CC-03-00-00-0A-00-00-00-01-00-00-00-02-00-00-00-41-01-00-00-03-00-00-00-04-00-00-00-01-00-00-00-00-00-00-80-00-00-00-00-01-00-01-06-00-00-00-00-00-1C-00-00-60-EA-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-01-00-00-00-04-00-00-01-04-00-00-02-04-00-00-03-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-01-01-00-00-04-04-00-00-05-04-00-00-06-04-00-00-07-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-02-01-00-00-08-04-00-00-09-04-00-00-0A-04-00-00-0B-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-03-01-00-00-0C-04-00-00-0D-04-00-00-0E-04-00-00-0F-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-04-01-00-00-10-04-00-00-11-04-00-00-12-04-00-00-13-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-05-01-00-00-14-04-00-00-15-04-00-00-16-04-00-00-17-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-06-01-00-00-18-04-00-00-19-04-00-00-1A-04-00-00-1B-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-07-01-00-00-1C-04-00-00-1D-04-00-00-1E-04-00-00-1F-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-08-01-00-00-20-04-00-00-21-04-00-00-22-04-00-00-23-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-09-01-00-00-24-04-00-00-25-04-00-00-26-04-00-00-27-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-0A-01-00-00-28-04-00-00-29-04-00-00-2A-04-00-00-2B-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-0B-01-00-00-2C-04-00-00-2D-04-00-00-2E-04-00-00-2F-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-0C-01-00-00-30-04-00-00-31-04-00-00-32-04-00-00-33-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-0D-01-00-00-34-04-00-00-35-04-00-00-36-04-00-00-37-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-0E-01-00-00-38-04-00-00-39-04-00-00-3A-04-00-00-3B-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-0F-01-00-00-3C-04-00-00-3D-04-00-00-3E-04-00-00-3F-04-00-00-FF-FF-FF-FF-FF-FF-FF-FF-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-90-A7-D8-02-80-FA-FF-FF-90-74-68-02-80-FA-FF-FF-00-00-00-00-00-00-00-80-00-00-00-00-01-00-00-00-C0-06-00-00-57-68-65-61-03-00-00-00-00-00-00-00-40-99-68-02-80-FA-FF-FF-00-00-00-00-00-00-00-00-03-00-00-00-C0-01-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-CC-03-00-00-0A-00-00-00-03-00-00-00-02-00-00-00-00-01-00-00-01-00-00-00-03-00-00-00-02-00-00-00-00-00-00-80-00-00-00-00-02-00-01-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-A8-3B-C1-02-00-F8-FF-FF-D0-AB-D8-02-80-FA-FF-FF-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-07-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-01-CC-03-00-00-0A-00-00-00-07-00-00-00-02-00-00-00-00-04-00-00-01-00-00-00-01-00-00-00-03-00-00-00-00-00-00-80-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00""}]}}"
1,1,2025-01-15 06:17:57.5892564,5320,Info,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy/Operational,852,880,37L4247F27-25,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa800343ff10.dat.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":{""@Name"":""InfoDescription"",""#text"":""%%4168""}}}"
2,2,2025-01-15 06:17:57.5892564,5320,Info,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy/Operational,852,880,37L4247F27-25,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa800343ff10.dat.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":{""@Name"":""InfoDescription"",""#text"":""%%4160""}}}"
3,3,2025-01-15 06:17:57.5892564,5320,Info,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy/Operational,852,880,37L4247F27-25,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa800343ff10.dat.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":{""@Name"":""InfoDescription"",""#text"":""%%4166""}}}"
4,4,2025-01-15 06:17:57.5892564,5321,Info,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy/Operational,852,880,37L4247F27-25,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa800343ff10.dat.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":[{""@Name"":""InfoDescription"",""#text"":""%%4167""},{""@Name"":""OperationParameter1"",""#text"":""baccaddc-0dcb-4c5a-9dc1-ba8821187bea""}]}}"
5,5,2025-01-15 06:19:50.9702555,5325,Info,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy/Operational,852,856,37L4247F27-25,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa800343ff10.dat.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":{""@Name"":""NotificationType"",""#text"":""0""}}}"
6,6,2025-01-14 14:20:31.4404070,5320,Info,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy/Operational,904,916,WIN-3M6ADARIMNH,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa800343ff10.dat.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":{""@Name"":""InfoDescription"",""#text"":""%%4168""}}}"
7,7,2025-01-14 14:20:31.4404070,5320,Info,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy/Operational,904,916,WIN-3M6ADARIMNH,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa800343ff10.dat.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":{""@Name"":""InfoDescription"",""#text"":""%%4160""}}}"
8,8,2025-01-14 14:20:31.4404070,5320,Info,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy/Operational,904,916,WIN-3M6ADARIMNH,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa800343ff10.dat.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":{""@Name"":""InfoDescription"",""#text"":""%%4166""}}}"
9,9,2025-01-14 14:20:31.4404070,5321,Info,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy/Operational,904,916,WIN-3M6ADARIMNH,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa800343ff10.dat.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":[{""@Name"":""InfoDescription"",""#text"":""%%4167""},{""@Name"":""OperationParameter1"",""#text"":""a7d13297-dcff-415e-8e63-b1d768287768""}]}}"
10,10,2025-01-14 14:20:41.9548255,5324,Info,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy/Operational,904,1140,WIN-3M6ADARIMNH,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa800343ff10.dat.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":[{""@Name"":""NotificationType"",""#text"":""0""},{""@Name"":""SessionId"",""#text"":""1""}]}}"
11,11,2025-01-14 14:20:41.9548255,4000,Info,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy/Operational,904,1772,WIN-3M6ADARIMNH,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa800343ff10.dat.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":[{""@Name"":""PolicyActivityId"",""#text"":""075c7d3c-b29b-4846-a92f-604d40ada5b1""},{""@Name"":""PrincipalSamName"",""#text"":""WORKGROUP\\WIN-3M6ADARIMNH$""},{""@Name"":""IsMachine"",""#text"":""1""},{""@Name"":""IsDomainJoined"",""#text"":""False""},{""@Name"":""IsBackgroundProcessing"",""#text"":""False""},{""@Name"":""IsAsyncProcessing"",""#text"":""True""},{""@Name"":""IsServiceRestart"",""#text"":""False""},{""@Name"":""ReasonForSyncProcessing"",""#text"":""0""}]}}"
12,12,2025-01-14 14:20:41.9704255,5311,Info,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy/Operational,904,1772,WIN-3M6ADARIMNH,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa800343ff10.dat.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":{""@Name"":""PolicyProcessingMode"",""#text"":""0""}}}"
13,13,2025-01-14 14:20:41.9704255,5312,Info,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy/Operational,904,1772,WIN-3M6ADARIMNH,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa800343ff10.dat.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":[{""@Name"":""DescriptionString"",""#text"":""None""},{""@Name"":""GPOInfoList""}]}}"
14,14,2025-01-14 14:20:41.9704255,5313,Info,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy/Operational,904,1772,WIN-3M6ADARIMNH,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa800343ff10.dat.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":[{""@Name"":""DescriptionString"",""#text"":""Local Group Policy, Not Applied (Empty), ""},{""@Name"":""GPOInfoList"",""#text"":""&lt;GPO ID=\""Local Group Policy\""&gt;&lt;Name&gt;Local Group Policy&lt;/Name&gt;&lt;Version&gt;0&lt;/Version&gt;&lt;SOM&gt;Local&lt;/SOM&gt;&lt;FSPath&gt;C:\\Windows\\System32\\GroupPolicy\\Machine&lt;/FSPath&gt;&lt;Reason&gt;NOTAPPLIED-EMPTY&lt;/Reason&gt;&lt;/GPO&gt;""}]}}"
15,15,2025-01-14 14:20:41.9704255,5320,Info,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy/Operational,904,1772,WIN-3M6ADARIMNH,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa800343ff10.dat.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":{""@Name"":""InfoDescription"",""#text"":""%%4161""}}}"
16,16,2025-01-14 14:20:41.9704255,5320,Info,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy/Operational,904,1772,WIN-3M6ADARIMNH,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa800343ff10.dat.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":{""@Name"":""InfoDescription"",""#text"":""%%4163""}}}"
17,17,2025-01-14 14:20:41.9704255,5320,Info,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy/Operational,904,1772,WIN-3M6ADARIMNH,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa800343ff10.dat.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":{""@Name"":""InfoDescription"",""#text"":""%%4165""}}}"
18,18,2025-01-14 14:20:41.9704255,8000,Info,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy/Operational,904,1772,WIN-3M6ADARIMNH,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa800343ff10.dat.evtx,0x4000000000000000,0,"{""EventData"":{""Data"":[{""@Name"":""PolicyElaspedTimeInSeconds"",""#text"":""0""},{""@Name"":""ErrorCode"",""#text"":""0""},{""@Name"":""PrincipalSamName"",""#text"":""WORKGROUP\\WIN-3M6ADARIMNH$""},{""@Name"":""IsMachine"",""#text"":""1""},{""@Name"":""IsConnectivityFailure"",""#text"":""False""}]}}"
