RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
24,24,2025-02-07 11:49:53.9364183,10000,Info,Microsoft-Windows-NetworkProfile,Microsoft-Windows-NetworkProfile/Operational,988,1512,WIN-3M6ADARIMNH,0,S-1-5-19,Connect to the Internet,,,Network,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea8510.dat.evtx,0x4000200000000000,0,"{""EventData"":{""Data"":[{""@Name"":""Name"",""#text"":""Network  2""},{""@Name"":""Description"",""#text"":""Network""},{""@Name"":""Guid"",""#text"":""d9924b3a-c80c-4681-b155-8760addc5445""},{""@Name"":""Type"",""#text"":""0""},{""@Name"":""State"",""#text"":""21""},{""@Name"":""Category"",""#text"":""1""}]}}"
25,25,2025-02-07 11:50:45.9469096,10001,Info,Microsoft-Windows-NetworkProfile,Microsoft-Windows-NetworkProfile/Operational,988,1512,WIN-3M6ADARIMNH,0,S-1-5-19,Disconnect from the Internet,,,Network,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea8510.dat.evtx,0x4000200000000000,0,"{""EventData"":{""Data"":[{""@Name"":""Name"",""#text"":""Network  2""},{""@Name"":""Description"",""#text"":""Network""},{""@Name"":""Guid"",""#text"":""d9924b3a-c80c-4681-b155-8760addc5445""},{""@Name"":""Type"",""#text"":""0""},{""@Name"":""State"",""#text"":""2""},{""@Name"":""Category"",""#text"":""1""}]}}"
26,26,2025-02-07 11:50:45.9469096,4001,Info,Microsoft-Windows-NetworkProfile,Microsoft-Windows-NetworkProfile/Operational,988,1560,WIN-3M6ADARIMNH,0,S-1-5-19,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea8510.dat.evtx,0x4000200000000000,0,"{""EventData"":{""Data"":[{""@Name"":""InterfaceGuid"",""#text"":""8bb69fec-b855-4671-87eb-eb5a9e000564""},{""@Name"":""CurrentOrNextState"",""#text"":""0""}]}}"
27,27,2025-02-07 11:50:45.9469096,10000,Info,Microsoft-Windows-NetworkProfile,Microsoft-Windows-NetworkProfile/Operational,988,1512,WIN-3M6ADARIMNH,0,S-1-5-19,Connect to the Internet,,,Identifying...,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea8510.dat.evtx,0x4000200000000000,0,"{""EventData"":{""Data"":[{""@Name"":""Name"",""#text"":""Identifying...""},{""@Name"":""Description"",""#text"":""Identifying...""},{""@Name"":""Guid"",""#text"":""7a80f714-0aeb-4860-a959-4d5536caa65f""},{""@Name"":""Type"",""#text"":""0""},{""@Name"":""State"",""#text"":""25""},{""@Name"":""Category"",""#text"":""0""}]}}"
28,28,2025-02-07 11:51:11.6992214,4001,Info,Microsoft-Windows-NetworkProfile,Microsoft-Windows-NetworkProfile/Operational,1016,1452,WIN-3M6ADARIMNH,0,S-1-5-19,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea8510.dat.evtx,0x4000200000000000,0,"{""EventData"":{""Data"":[{""@Name"":""InterfaceGuid"",""#text"":""8bb69fec-b855-4671-87eb-eb5a9e000564""},{""@Name"":""CurrentOrNextState"",""#text"":""0""}]}}"
29,29,2025-02-07 11:51:11.6992214,10000,Info,Microsoft-Windows-NetworkProfile,Microsoft-Windows-NetworkProfile/Operational,1016,1488,WIN-3M6ADARIMNH,0,S-1-5-19,Connect to the Internet,,,Identifying...,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea8510.dat.evtx,0x4000200000000000,0,"{""EventData"":{""Data"":[{""@Name"":""Name"",""#text"":""Identifying...""},{""@Name"":""Description"",""#text"":""Identifying...""},{""@Name"":""Guid"",""#text"":""04bcaa9b-fb93-4258-9bc6-ebe53d3291b6""},{""@Name"":""Type"",""#text"":""0""},{""@Name"":""State"",""#text"":""1""},{""@Name"":""Category"",""#text"":""0""}]}}"
30,30,2025-02-07 11:51:11.7928216,4002,Info,Microsoft-Windows-NetworkProfile,Microsoft-Windows-NetworkProfile/Operational,1016,1512,WIN-3M6ADARIMNH,0,S-1-5-19,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea8510.dat.evtx,0x4001200000000000,0,"{""EventData"":{""Data"":[{""@Name"":""InterfaceGuid"",""#text"":""8bb69fec-b855-4671-87eb-eb5a9e000564""},{""@Name"":""CurrentOrNextState"",""#text"":""1""}]}}"
31,31,2025-02-07 11:51:11.8084216,10000,Info,Microsoft-Windows-NetworkProfile,Microsoft-Windows-NetworkProfile/Operational,1016,1488,WIN-3M6ADARIMNH,0,S-1-5-19,Connect to the Internet,,,Network,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea8510.dat.evtx,0x4000200000000000,0,"{""EventData"":{""Data"":[{""@Name"":""Name"",""#text"":""Network  2""},{""@Name"":""Description"",""#text"":""Network""},{""@Name"":""Guid"",""#text"":""d9924b3a-c80c-4681-b155-8760addc5445""},{""@Name"":""Type"",""#text"":""0""},{""@Name"":""State"",""#text"":""9""},{""@Name"":""Category"",""#text"":""1""}]}}"
32,32,2025-02-07 11:57:16.1640257,4001,Info,Microsoft-Windows-NetworkProfile,Microsoft-Windows-NetworkProfile/Operational,972,1752,WIN-3M6ADARIMNH,0,S-1-5-19,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea8510.dat.evtx,0x4000200000000000,0,"{""EventData"":{""Data"":[{""@Name"":""InterfaceGuid"",""#text"":""8bb69fec-b855-4671-87eb-eb5a9e000564""},{""@Name"":""CurrentOrNextState"",""#text"":""0""}]}}"
33,33,2025-02-07 11:57:16.2888260,10000,Info,Microsoft-Windows-NetworkProfile,Microsoft-Windows-NetworkProfile/Operational,972,1768,WIN-3M6ADARIMNH,0,S-1-5-19,Connect to the Internet,,,Identifying...,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea8510.dat.evtx,0x4000200000000000,0,"{""EventData"":{""Data"":[{""@Name"":""Name"",""#text"":""Identifying...""},{""@Name"":""Description"",""#text"":""Identifying...""},{""@Name"":""Guid"",""#text"":""10f18c91-3bb1-4a77-88e0-eaa8e35cab9e""},{""@Name"":""Type"",""#text"":""0""},{""@Name"":""State"",""#text"":""1""},{""@Name"":""Category"",""#text"":""0""}]}}"
34,34,2025-02-07 11:57:16.4144323,4002,Info,Microsoft-Windows-NetworkProfile,Microsoft-Windows-NetworkProfile/Operational,972,1828,WIN-3M6ADARIMNH,0,S-1-5-19,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea8510.dat.evtx,0x4001200000000000,0,"{""EventData"":{""Data"":[{""@Name"":""InterfaceGuid"",""#text"":""8bb69fec-b855-4671-87eb-eb5a9e000564""},{""@Name"":""CurrentOrNextState"",""#text"":""1""}]}}"
35,35,2025-02-07 11:57:16.4484342,10000,Info,Microsoft-Windows-NetworkProfile,Microsoft-Windows-NetworkProfile/Operational,972,1768,WIN-3M6ADARIMNH,0,S-1-5-19,Connect to the Internet,,,Network,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea8510.dat.evtx,0x4000200000000000,0,"{""EventData"":{""Data"":[{""@Name"":""Name"",""#text"":""Network  2""},{""@Name"":""Description"",""#text"":""Network""},{""@Name"":""Guid"",""#text"":""d9924b3a-c80c-4681-b155-8760addc5445""},{""@Name"":""Type"",""#text"":""0""},{""@Name"":""State"",""#text"":""1""},{""@Name"":""Category"",""#text"":""1""}]}}"
36,36,2025-02-07 12:13:35.2250807,10001,Info,Microsoft-Windows-NetworkProfile,Microsoft-Windows-NetworkProfile/Operational,972,1768,WIN-3M6ADARIMNH,0,S-1-5-19,Disconnect from the Internet,,,Network,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea8510.dat.evtx,0x4000200000000000,0,"{""EventData"":{""Data"":[{""@Name"":""Name"",""#text"":""Network  2""},{""@Name"":""Description"",""#text"":""Network""},{""@Name"":""Guid"",""#text"":""d9924b3a-c80c-4681-b155-8760addc5445""},{""@Name"":""Type"",""#text"":""0""},{""@Name"":""State"",""#text"":""2""},{""@Name"":""Category"",""#text"":""1""}]}}"
37,37,2025-02-07 12:13:35.2250807,4001,Info,Microsoft-Windows-NetworkProfile,Microsoft-Windows-NetworkProfile/Operational,972,1836,WIN-3M6ADARIMNH,0,S-1-5-19,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea8510.dat.evtx,0x4000200000000000,0,"{""EventData"":{""Data"":[{""@Name"":""InterfaceGuid"",""#text"":""8bb69fec-b855-4671-87eb-eb5a9e000564""},{""@Name"":""CurrentOrNextState"",""#text"":""0""}]}}"
38,38,2025-02-07 12:13:35.2250807,10000,Info,Microsoft-Windows-NetworkProfile,Microsoft-Windows-NetworkProfile/Operational,972,1768,WIN-3M6ADARIMNH,0,S-1-5-19,Connect to the Internet,,,Identifying...,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea8510.dat.evtx,0x4000200000000000,0,"{""EventData"":{""Data"":[{""@Name"":""Name"",""#text"":""Identifying...""},{""@Name"":""Description"",""#text"":""Identifying...""},{""@Name"":""Guid"",""#text"":""10f18c91-3bb1-4a77-88e0-eaa8e35cab9e""},{""@Name"":""Type"",""#text"":""0""},{""@Name"":""State"",""#text"":""25""},{""@Name"":""Category"",""#text"":""0""}]}}"
39,39,2025-02-07 12:13:56.6744143,4001,Info,Microsoft-Windows-NetworkProfile,Microsoft-Windows-NetworkProfile/Operational,984,1448,WIN-3M6ADARIMNH,0,S-1-5-19,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea8510.dat.evtx,0x4000200000000000,0,"{""EventData"":{""Data"":[{""@Name"":""InterfaceGuid"",""#text"":""8bb69fec-b855-4671-87eb-eb5a9e000564""},{""@Name"":""CurrentOrNextState"",""#text"":""0""}]}}"
40,40,2025-02-07 12:13:56.9240148,10000,Info,Microsoft-Windows-NetworkProfile,Microsoft-Windows-NetworkProfile/Operational,984,1460,WIN-3M6ADARIMNH,0,S-1-5-19,Connect to the Internet,,,Identifying...,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea8510.dat.evtx,0x4000200000000000,0,"{""EventData"":{""Data"":[{""@Name"":""Name"",""#text"":""Identifying...""},{""@Name"":""Description"",""#text"":""Identifying...""},{""@Name"":""Guid"",""#text"":""01719a7c-80e0-48b2-97c7-195cc82c1101""},{""@Name"":""Type"",""#text"":""0""},{""@Name"":""State"",""#text"":""1""},{""@Name"":""Category"",""#text"":""0""}]}}"
41,41,2025-02-07 12:13:57.2204153,4002,Info,Microsoft-Windows-NetworkProfile,Microsoft-Windows-NetworkProfile/Operational,984,1004,WIN-3M6ADARIMNH,0,S-1-5-19,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea8510.dat.evtx,0x4001200000000000,0,"{""EventData"":{""Data"":[{""@Name"":""InterfaceGuid"",""#text"":""8bb69fec-b855-4671-87eb-eb5a9e000564""},{""@Name"":""CurrentOrNextState"",""#text"":""1""}]}}"
42,42,2025-02-07 12:13:57.2204153,10000,Info,Microsoft-Windows-NetworkProfile,Microsoft-Windows-NetworkProfile/Operational,984,1460,WIN-3M6ADARIMNH,0,S-1-5-19,Connect to the Internet,,,Network,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea8510.dat.evtx,0x4000200000000000,0,"{""EventData"":{""Data"":[{""@Name"":""Name"",""#text"":""Network  2""},{""@Name"":""Description"",""#text"":""Network""},{""@Name"":""Guid"",""#text"":""d9924b3a-c80c-4681-b155-8760addc5445""},{""@Name"":""Type"",""#text"":""0""},{""@Name"":""State"",""#text"":""9""},{""@Name"":""Category"",""#text"":""1""}]}}"
1,1,2025-01-14 14:20:43.1404276,21,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,460,704,WIN-3M6ADARIMNH,0,S-1-5-18,Remote Desktop Services: Session logon succeeded,WIN-3M6ADARIMNH\victim machine,LOCAL,Session ID: 1,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea87c0.dat.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""WIN-3M6ADARIMNH\\victim machine"",""SessionID"":""1"",""Address"":""LOCAL""}}}"
2,2,2025-01-14 14:20:43.8580289,22,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,460,1912,WIN-3M6ADARIMNH,0,S-1-5-18,Remote Desktop Services: Shell start notification received,WIN-3M6ADARIMNH\victim machine,LOCAL,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea87c0.dat.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""WIN-3M6ADARIMNH\\victim machine"",""SessionID"":""1"",""Address"":""LOCAL""}}}"
3,3,2025-01-14 15:03:13.4496210,21,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,436,716,WIN-3M6ADARIMNH,0,S-1-5-18,Remote Desktop Services: Session logon succeeded,WIN-3M6ADARIMNH\victim machine,LOCAL,Session ID: 1,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea87c0.dat.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""WIN-3M6ADARIMNH\\victim machine"",""SessionID"":""1"",""Address"":""LOCAL""}}}"
4,4,2025-01-14 15:03:13.5120211,22,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,436,716,WIN-3M6ADARIMNH,0,S-1-5-18,Remote Desktop Services: Shell start notification received,WIN-3M6ADARIMNH\victim machine,LOCAL,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea87c0.dat.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""WIN-3M6ADARIMNH\\victim machine"",""SessionID"":""1"",""Address"":""LOCAL""}}}"
5,5,2025-02-07 11:22:08.9380166,21,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,436,716,WIN-3M6ADARIMNH,0,S-1-5-18,Remote Desktop Services: Session logon succeeded,WIN-3M6ADARIMNH\victim machine,LOCAL,Session ID: 1,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea87c0.dat.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""WIN-3M6ADARIMNH\\victim machine"",""SessionID"":""1"",""Address"":""LOCAL""}}}"
6,6,2025-02-07 11:22:09.0940169,22,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,436,716,WIN-3M6ADARIMNH,0,S-1-5-18,Remote Desktop Services: Shell start notification received,WIN-3M6ADARIMNH\victim machine,LOCAL,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea87c0.dat.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""WIN-3M6ADARIMNH\\victim machine"",""SessionID"":""1"",""Address"":""LOCAL""}}}"
7,7,2025-02-07 11:49:11.3665838,23,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,436,2296,WIN-3M6ADARIMNH,0,S-1-5-18,Remote Desktop Services: Session logoff succeeded,WIN-3M6ADARIMNH\victim machine,,Session ID: 1,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea87c0.dat.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""WIN-3M6ADARIMNH\\victim machine"",""SessionID"":""1""}}}"
8,8,2025-02-07 11:51:11.7148214,21,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,484,784,WIN-3M6ADARIMNH,0,S-1-5-18,Remote Desktop Services: Session logon succeeded,WIN-3M6ADARIMNH\victim machine,LOCAL,Session ID: 1,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea87c0.dat.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""WIN-3M6ADARIMNH\\victim machine"",""SessionID"":""1"",""Address"":""LOCAL""}}}"
9,9,2025-02-07 11:51:11.7304215,22,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,484,784,WIN-3M6ADARIMNH,0,S-1-5-18,Remote Desktop Services: Shell start notification received,WIN-3M6ADARIMNH\victim machine,LOCAL,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea87c0.dat.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""WIN-3M6ADARIMNH\\victim machine"",""SessionID"":""1"",""Address"":""LOCAL""}}}"
10,10,2025-02-07 11:57:14.5884230,21,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,476,732,WIN-3M6ADARIMNH,0,S-1-5-18,Remote Desktop Services: Session logon succeeded,WIN-3M6ADARIMNH\victim machine,LOCAL,Session ID: 1,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea87c0.dat.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""WIN-3M6ADARIMNH\\victim machine"",""SessionID"":""1"",""Address"":""LOCAL""}}}"
11,11,2025-02-07 11:57:14.6820231,22,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,476,732,WIN-3M6ADARIMNH,0,S-1-5-18,Remote Desktop Services: Shell start notification received,WIN-3M6ADARIMNH\victim machine,LOCAL,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea87c0.dat.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""WIN-3M6ADARIMNH\\victim machine"",""SessionID"":""1"",""Address"":""LOCAL""}}}"
12,12,2025-02-07 12:13:33.2282772,23,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,476,792,WIN-3M6ADARIMNH,0,S-1-5-18,Remote Desktop Services: Session logoff succeeded,WIN-3M6ADARIMNH\victim machine,,Session ID: 1,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea87c0.dat.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""WIN-3M6ADARIMNH\\victim machine"",""SessionID"":""1""}}}"
13,13,2025-02-07 12:13:34.8974801,17,Error,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,476,720,WIN-3M6ADARIMNH,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea87c0.dat.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""Param1"":""0x800706B5""}}}"
14,14,2025-02-07 12:14:00.7148214,21,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,480,764,WIN-3M6ADARIMNH,0,S-1-5-18,Remote Desktop Services: Session logon succeeded,WIN-3M6ADARIMNH\victim machine,LOCAL,Session ID: 1,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea87c0.dat.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""WIN-3M6ADARIMNH\\victim machine"",""SessionID"":""1"",""Address"":""LOCAL""}}}"
15,15,2025-02-07 12:14:00.7304214,22,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,480,780,WIN-3M6ADARIMNH,0,S-1-5-18,Remote Desktop Services: Shell start notification received,WIN-3M6ADARIMNH\victim machine,LOCAL,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea87c0.dat.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""WIN-3M6ADARIMNH\\victim machine"",""SessionID"":""1"",""Address"":""LOCAL""}}}"
16,16,2025-02-07 12:20:32.3095114,24,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,480,1252,WIN-3M6ADARIMNH,0,S-1-5-18,Remote Desktop Services: Session has been disconnected,WIN-3M6ADARIMNH\victim machine,LOCAL,Session ID: 1,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea87c0.dat.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""WIN-3M6ADARIMNH\\victim machine"",""SessionID"":""1"",""Address"":""LOCAL""}}}"
17,17,2025-02-07 12:20:33.2455130,25,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,480,1064,WIN-3M6ADARIMNH,0,S-1-5-18,Remote Desktop Services: Session reconnection succeeded,WIN-3M6ADARIMNH\victim machine,192.168.186.131,Session ID: 1,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea87c0.dat.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""WIN-3M6ADARIMNH\\victim machine"",""SessionID"":""1"",""Address"":""192.168.186.131""}}}"
18,18,2025-02-07 12:20:52.5895470,24,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,480,1252,WIN-3M6ADARIMNH,0,S-1-5-18,Remote Desktop Services: Session has been disconnected,WIN-3M6ADARIMNH\victim machine,192.168.186.131,Session ID: 1,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea87c0.dat.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""WIN-3M6ADARIMNH\\victim machine"",""SessionID"":""1"",""Address"":""192.168.186.131""}}}"
19,19,2025-02-07 12:20:54.1651498,25,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,480,2352,WIN-3M6ADARIMNH,0,S-1-5-18,Remote Desktop Services: Session reconnection succeeded,WIN-3M6ADARIMNH\victim machine,LOCAL,Session ID: 1,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002ea87c0.dat.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""WIN-3M6ADARIMNH\\victim machine"",""SessionID"":""1"",""Address"":""LOCAL""}}}"
